11 4 1 2,0.898069,0.939658,0.935574,0.78964,0.911808,0.697549,0.883773,0.498886,0.8886
11 4 2 2,0.925919,0.913108,0.921834,0.91645,0.936502,0.912922,0.868548,0.498886,0.621426
11 4 3 2,0.925919,0.925548,0.922763,0.81489,0.914779,0.926662,0.911623,0.899183,0.927219
11 4 4 2,0.927404,0.941701,0.907167,0.910323,0.926105,0.937802,0.908838,0.852209,0.898812
11 4 5 2,0.916821,0.913851,0.921092,0.915893,0.922391,0.918307,0.928704,0.889528,0.915336
11 4 6 2,0.911066,0.914779,0.924248,0.922391,0.924805,0.923877,0.904382,0.882287,0.837913
11 4 7 2,0.931489,0.938544,0.932417,0.939844,0.885815,0.890828,0.924805,0.922206,0.936502
11 4 8 2,0.930561,0.920906,0.929447,0.92889,0.933903,0.934274,0.773487,0.898069,0.902525
11 4 9 2,0.918678,0.911251,0.936502,0.919978,0.926105,0.914965,0.937802,0.938544,0.501114
11 4 10 2,0.928704,0.926662,0.925733,0.942072,0.740438,0.911251,0.841812,0.910694,0.554029
11 4 11 2,0.93446,0.92332,0.936131,0.930004,0.877089,0.909952,0.901782,0.917935,0.859636
11 4 12 2,0.922577,0.922391,0.928704,0.926476,0.92889,0.928518,0.930932,0.86075,0.89417
11 5 2,0.938544,0.927219,0.917378,0.929818,0.932046,0.932232,0.91088,0.937245,0.940772
11 5 1 2,0.918492,0.940772,0.923505,0.935574,0.929818,0.91775,0.838841,0.928333,0.938916
11 5 2 2,0.937616,0.854809,0.668771,0.925176,0.934645,0.933346,0.941701,0.719458,0.922206
11 5 3 2,0.942443,0.936873,0.932417,0.922763,0.852395,0.929818,0.930932,0.920349,0.911994
11 5 4 2,0.92202,0.938916,0.933903,0.928147,0.918492,0.889157,0.915893,0.850167,0.865949
11 5 5 2,0.926847,0.936502,0.933903,0.925919,0.922763,0.923134,0.920535,0.921649,0.919235
11 5 6 2,0.940958,0.925919,0.835685,0.924248,0.925919,0.924991,0.851652,0.930932,0.915336
11 5 7 2,0.932789,0.933531,0.92332,0.931303,0.897698,0.913665,0.929447,0.891014,0.852395
11 5 8 2,0.930746,0.930004,0.867063,0.904567,0.91775,0.907724,0.880431,0.835499,0.932232
11 5 9 2,0.928147,0.934831,0.935017,0.919792,0.938173,0.912737,0.893613,0.922577,0.917378
11 5 10 2,0.850724,0.931675,0.932046,0.936873,0.890457,0.910323,0.927404,0.889714,0.894913
11 5 11 2,0.930932,0.936131,0.927404,0.908281,0.940958,0.904196,0.865206,0.501114,0.760676
11 5 12 2,0.936131,0.932603,0.943,0.942072,0.941886,0.940401,0.935202,0.901411,0.816933
11 6 2,0.930004,0.920349,0.91088,0.895098,0.934831,0.935574,0.938173,0.934088,0.913665
11 6 1 2,0.934831,0.93446,0.933717,0.913294,0.909209,0.91218,0.88433,0.501114,0.501114
11 6 2 2,0.931489,0.936688,0.848125,0.926847,0.922391,0.881916,0.847753,0.911808,0.81619
11 6 3 2,0.937802,0.923505,0.854994,0.921649,0.893427,0.849239,0.879131,0.501114,0.909952
11 6 4 2,0.936502,0.931303,0.876532,0.9443,0.913479,0.925548,0.911251,0.847011,0.501114
11 6 5 2,0.935202,0.93446,0.925733,0.924062,0.881545,0.883773,0.838841,0.907724,0.893613
11 6 6 2,0.934088,0.893427,0.935017,0.925176,0.876346,0.878574,0.889157,0.882659,0.498886
11 6 7 2,0.926662,0.927404,0.897883,0.915893,0.918307,0.907352,0.930375,0.942072,0.932789
11 6 8 2,0.913665,0.908095,0.91645,0.920163,0.870776,0.84274,0.865392,0.776829,0.83977
11 6 9 2,0.93743,0.936131,0.89417,0.78704,0.848682,0.823617,0.912737,0.635165,0.892685
11 6 10 2,0.92889,0.868548,0.916821,0.934274,0.915522,0.874304,0.918121,0.935388,0.928704
11 6 11 2,0.897326,0.914222,0.925176,0.905681,0.860193,0.928147,0.93743,0.928333,0.931118
11 6 12 2,0.930746,0.932046,0.926847,0.937987,0.937245,0.940958,0.852209,0.912551,0.809506
11 7 2,0.926662,0.918121,0.908466,0.893056,0.875603,0.937245,0.921463,0.940401,0.940587
11 7 1 2,0.884887,0.938173,0.91515,0.932974,0.91645,0.501114,0.894541,0.869476,0.931675
11 7 2 2,0.896398,0.817675,0.929632,0.928704,0.922206,0.90531,0.912365,0.913665,0.683067
11 7 3 2,0.858893,0.932974,0.920535,0.913479,0.917007,0.919421,0.84404,0.877274,0.769959
11 7 4 2,0.929818,0.938544,0.890085,0.936873,0.932232,0.913665,0.882473,0.908466,0.771444
11 7 5 2,0.852209,0.919235,0.93446,0.915522,0.897883,0.875232,0.927033,0.927033,0.8329
11 7 6 2,0.930932,0.868362,0.919049,0.924805,0.90401,0.933346,0.903268,0.836428,0.910137
11 7 7 2,0.906238,0.924062,0.937616,0.932603,0.890828,0.928333,0.935574,0.849053,0.916264
11 7 8 2,0.874861,0.89287,0.918678,0.917007,0.893613,0.942072,0.942443,0.943372,0.501114
11 7 9 2,0.877089,0.866506,0.915893,0.882287,0.934088,0.92759,0.938544,0.917935,0.600631
11 7 10 2,0.935759,0.931118,0.908652,0.930189,0.936873,0.93316,0.807464,0.631823,0.926847
11 7 11 2,0.915893,0.936873,0.928518,0.937059,0.935759,0.942629,0.860007,0.933903,0.923877
11 7 12 2,0.883401,0.937987,0.92889,0.932603,0.93873,0.929075,0.881545,0.901597,0.929075
11 8 2,0.927776,0.920163,0.906238,0.892313,0.875603,0.917193,0.919606,0.93873,0.907167
11 8 1 2,0.940772,0.9443,0.939101,0.934831,0.838099,0.837356,0.937802,0.935945,0.501114
11 8 2 2,0.938359,0.927961,0.829001,0.913108,0.915336,0.916636,0.886929,0.852766,0.942629
11 8 3 2,0.93743,0.932974,0.935945,0.918307,0.921092,0.880059,0.817304,0.717601,0.498886
11 8 4 2,0.930375,0.931303,0.941515,0.929261,0.875603,0.918307,0.918492,0.887115,0.826587
11 8 5 2,0.892313,0.939473,0.937245,0.934645,0.908095,0.895841,0.868362,0.931489,0.501114
11 8 6 2,0.923691,0.934088,0.933717,0.920349,0.891942,0.906795,0.903825,0.827701,0.925919
11 8 7 2,0.936873,0.931675,0.939844,0.87059,0.907724,0.924248,0.911994,0.874304,0.893427
11 8 8 2,0.865763,0.915707,0.936688,0.905496,0.895284,0.938359,0.845154,0.810063,0.927404
11 8 9 2,0.937802,0.92889,0.923505,0.93873,0.932789,0.907167,0.895841,0.912551,0.909952
11 8 10 2,0.939844,0.940401,0.937987,0.903825,0.924434,0.939287,0.912365,0.881916,0.906981
11 8 11 2,0.938359,0.760861,0.904939,0.937802,0.912551,0.878017,0.932789,0.918864,0.858151
11 8 12 2,0.940587,0.913851,0.934088,0.931675,0.936873,0.935388,0.902525,0.911808,0.91645
11 9 2,0.926105,0.914965,0.903825,0.892499,0.936316,0.923134,0.936873,0.93873,0.91645
11 9 1 2,0.934645,0.936688,0.936316,0.924248,0.898255,0.777757,0.918492,0.853138,0.941329
11 9 2 2,0.927033,0.934088,0.933346,0.917007,0.904939,0.878017,0.888414,0.944486,0.908095
11 9 3 2,0.933531,0.932046,0.93316,0.918678,0.918121,0.895284,0.939844,0.917193,0.498886
11 9 4 2,0.943743,0.922391,0.908652,0.920349,0.915893,0.902525,0.909952,0.72967,0.92629
11 9 5 2,0.910509,0.921463,0.895655,0.895655,0.898997,0.936131,0.886929,0.885258,0.929632
11 9 6 2,0.940587,0.940587,0.940215,0.935388,0.905496,0.86502,0.82046,0.501114,0.898626
11 9 7 2,0.849239,0.932603,0.915522,0.895098,0.879688,0.938359,0.900483,0.854623,0.501114
11 9 8 2,0.939287,0.902896,0.910137,0.939844,0.935388,0.919978,0.829929,0.843854,0.907909
11 9 9 2,0.915893,0.928147,0.939844,0.905681,0.918678,0.939101,0.845154,0.797995,0.501114
11 9 10 2,0.912922,0.921834,0.893799,0.908281,0.939844,0.929632,0.882102,0.905681,0.923877
11 9 11 2,0.906424,0.94003,0.936688,0.936316,0.931303,0.824174,0.769402,0.906053,0.880988
11 9 12 2,0.886186,0.940215,0.929818,0.937616,0.930004,0.932603,0.855923,0.929075,0.905681
11 10 2,0.927404,0.918121,0.906795,0.892685,0.934645,0.937802,0.941329,0.939658,0.740067
11 10 1 2,0.927776,0.92759,0.933531,0.929447,0.928704,0.930561,0.891014,0.874304,0.886929
11 10 2 2,0.859265,0.932603,0.917007,0.922206,0.92202,0.925919,0.917193,0.791125,0.915336
11 10 3 2,0.933531,0.923691,0.916821,0.932603,0.911251,0.925548,0.933717,0.938544,0.844597
11 10 4 2,0.872447,0.932603,0.823431,0.903825,0.929261,0.919606,0.857408,0.909766,0.927033
11 10 5 2,0.931675,0.936502,0.930189,0.924248,0.92072,0.877831,0.912922,0.921834,0.928333
11 10 6 2,0.92629,0.935202,0.861864,0.930189,0.911994,0.906981,0.925919,0.913108,0.871333
11 10 7 2,0.927961,0.935202,0.935574,0.930561,0.936502,0.902711,0.935388,0.858708,0.904753
11 10 8 2,0.924805,0.936316,0.932232,0.833271,0.936316,0.865392,0.848867,0.93873,0.501114
11 10 9 2,0.923505,0.926476,0.930746,0.927404,0.924434,0.934088,0.851838,0.943,0.929818
11 10 10 2,0.929818,0.938544,0.935202,0.930932,0.897141,0.854623,0.892128,0.926847,0.941515
11 10 11 2,0.929075,0.93446,0.912365,0.924248,0.936502,0.935945,0.889528,0.774229,0.929818
11 10 12 2,0.931118,0.937059,0.863349,0.918678,0.934645,0.938916,0.916264,0.76476,0.869848
11 11 2,0.927961,0.917378,0.931303,0.929818,0.930004,0.916636,0.936131,0.937245,0.935574
11 11 1 2,0.919235,0.921834,0.925548,0.932232,0.933346,0.921834,0.924434,0.902711,0.924991
11 11 2 2,0.936502,0.883216,0.624211,0.915336,0.906424,0.939658,0.927033,0.932232,0.829001
11 11 3 2,0.931489,0.930189,0.927033,0.897326,0.898812,0.854437,0.873375,0.93316,0.925919
11 11 4 2,0.92889,0.877274,0.934088,0.937616,0.82306,0.926476,0.860379,0.904196,0.73821
11 11 5 2,0.896212,0.900111,0.92889,0.915336,0.910694,0.938173,0.867991,0.888229,0.879688
11 11 6 2,0.869105,0.935017,0.931489,0.938173,0.890828,0.935017,0.904753,0.917564,0.885072
11 11 7 2,0.936316,0.868362,0.934088,0.912551,0.895655,0.871147,0.91088,0.930189,0.905124
11 11 8 2,0.934088,0.939844,0.924991,0.891571,0.913665,0.937245,0.882473,0.924248,0.912365
11 11 9 2,0.93186,0.928704,0.937987,0.930375,0.934645,0.920906,0.93316,0.939287,0.7241
11 11 10 2,0.925919,0.937245,0.933903,0.938916,0.924619,0.920349,0.877646,0.920906,0.780171
11 11 11 2,0.941144,0.935574,0.898069,0.924991,0.938544,0.895098,0.915893,0.905681,0.843112
11 11 12 2,0.935017,0.942258,0.89417,0.932974,0.94003,0.920349,0.929075,0.884515,0.887857
11 12 2,0.925362,0.917378,0.906981,0.898626,0.935388,0.935017,0.935574,0.92759,0.875046
11 12 1 2,0.906424,0.926476,0.890828,0.919235,0.901225,0.92889,0.900854,0.914779,0.936688
11 12 2 2,0.908281,0.932046,0.890642,0.910694,0.898997,0.928147,0.90104,0.501114,0.934645
11 12 3 2,0.932974,0.848496,0.888414,0.934645,0.911808,0.857779,0.924062,0.929632,0.804493
11 12 4 2,0.922948,0.929447,0.931118,0.921277,0.857779,0.92629,0.912737,0.904939,0.783327
11 12 5 2,0.936131,0.930746,0.933717,0.934274,0.922577,0.845525,0.869662,0.860007,0.896398
11 12 6 2,0.908281,0.936873,0.937059,0.916264,0.939473,0.940215,0.894913,0.86502,0.815076
11 12 7 2,0.93446,0.929818,0.881173,0.858151,0.935017,0.92202,0.93873,0.85648,0.899369
11 12 8 2,0.941886,0.909209,0.903453,0.926662,0.940215,0.938359,0.890642,0.822688,0.915893
11 12 9 2,0.939844,0.940215,0.923691,0.935574,0.938173,0.900854,0.927776,0.829187,0.932789
11 12 10 2,0.863535,0.934645,0.926105,0.910509,0.902154,0.905496,0.929818,0.940587,0.822503
11 12 11 2,0.942072,0.941701,0.922391,0.901225,0.942072,0.882844,0.932974,0.88433,0.879317
11 12 12 2,0.941886,0.938173,0.90104,0.938359,0.933903,0.930746,0.900111,0.830301,0.856294
